0,906,924,0
14,1203,805,0
16,1211,837,0
19,1234,863,0
20,1198,869,0
21,1221,864,0
22,1240,838,0
23,1212,807,0
24,1202,868,0
25,1190,905,0
26,1152,947,0
27,1085,954,0
28,1101,934,0
30,1022,908,0
31,966,894,0
32,940,842,0
34,844,842,0
36,794,778,0
37,794,704,0
38,739,764,0
40,776,876,0
42,706,956,0
45,701,914,0
47,669,790,0
51,678,724,0
69,1098,759,0
73,1194,779,0
74,1188,736,0
75,1228,689,0
76,1189,745,0
77,1176,754,0
78,1172,732,0
79,1187,677,0
80,1151,646,0
82,1144,728,0
83,1100,784,0
84,1136,821,0
85,1103,796,0
86,1110,765,0
87,1126,703,0
88,1110,674,0
89,1044,710,0
90,1049,787,0
92,960,742,0
93,965,707,0
94,940,692,0
95,887,668,0
97,880,749,0
99,887,787,0
100,895,765,0
102,815,705,0
103,777,706,0
104,757,717,0
105,758,699,0
106,710,646,0
108,697,582,0
110,751,604,0
115,704,698,0
124,892,636,0
127,990,635,0
129,1045,554,0
135,1114,666,0
137,1172,691,0
139,1181,689,0
141,1190,599,0
142,1152,551,0
143,1158,595,0
146,1172,706,0
149,1128,599,0
151,1120,508,0
152,1060,532,0
154,1092,638,0
156,1053,611,0
157,993,633,0
158,1030,563,0
159,1005,523,0
160,925,501,0
161,944,569,0
162,931,595,0
163,876,611,0
165,865,693,0
166,809,679,0
167,799,646,0
168,790,610,0
169,807,556,0
171,839,514,0
172,796,556,0
173,809,554,0
174,784,501,0
176,840,489,0
185,1005,424,0
199,1028,654,0
201,1024,588,0
204,1121,533,0
207,1134,419,0
208,1130,352,0
210,1068,392,0
212,1100,489,0
213,1073,490,0
214,1043,418,0
215,1021,480,0
216,974,453,0
217,947,412,0
218,915,369,0
219,922,440,0
220,896,448,0
221,837,483,0
223,809,466,0
237,1115,386,0
240,1080,260,0
241,1061,285,0
244,1005,339,0
245,975,320,0
247,944,279,0
248,927,297,0
249,876,349,0
251,844,345,0
252,830,322,0
253,857,285,0
254,826,276,0
255,875,304,0
262,1054,257,0
263,1075,198,0
264,1044,214,0
265,1033,194,0
266,985,236,0
268,936,198,0
270,873,272,0
271,839,263,0
272,834,224,0
280,1026,159,0
282,970,186,0
283,937,120,0
284,891,145,0
285,857,166,0
292,987,106,0
293,1000,46,0
295,946,42,0
296,925,87,0
297,892,57,0
2,915,866,1
6,985,876,1
14,1230,810,1
16,1220,840,1
18,1213,845,1
19,1210,867,1
20,1161,875,1
21,1168,870,1
22,1163,843,1
23,1123,811,1
24,1109,873,1
25,1093,912,1
26,1053,954,1
27,986,956,1
28,975,935,1
29,937,952,1
30,894,908,1
31,854,893,1
34,738,838,1
36,711,776,1
37,708,704,1
40,690,870,1
42,620,944,1
43,642,971,1
47,638,787,1
51,687,725,1
60,915,740,1
71,1172,783,1
72,1188,784,1
73,1196,780,1
75,1210,684,1
76,1168,746,1
77,1136,754,1
78,1114,730,1
79,1124,671,1
80,1075,640,1
82,1064,728,1
84,1058,823,1
85,1015,798,1
86,1014,765,1
87,1021,701,1
88,999,671,1
89,943,712,1
90,947,788,1
91,932,768,1
92,855,742,1
93,856,704,1
94,850,693,1
95,786,668,1
96,812,724,1
97,792,750,1
100,827,762,1
102,752,707,1
103,726,705,1
104,720,717,1
105,738,701,1
106,690,650,1
108,696,592,1
109,754,563,1
112,734,701,1
118,842,628,1
122,896,568,1
129,1082,550,1
135,1148,662,1
137,1194,688,1
139,1181,684,1
140,1138,628,1
141,1170,591,1
142,1140,543,1
143,1135,589,1
144,1176,622,1
146,1136,700,1
147,1133,645,1
148,1096,584,1
149,1064,590,1
150,1045,576,1
151,1066,498,1
152,995,530,1
154,1017,636,1
155,1005,572,1
156,950,608,1
157,910,631,1
158,945,562,1
159,923,521,1
161,851,569,1
162,841,595,1
163,786,613,1
166,756,681,1
167,767,649,1
168,746,612,1
169,771,561,1
171,809,520,1
172,782,560,1
174,796,507,1
176,857,492,1
192,1051,452,1
194,1133,512,1
195,1108,548,1
197,1135,596,1
202,1053,579,1
206,1131,437,1
207,1104,408,1
208,1095,338,1
210,1016,382,1
211,1018,442,1
212,1039,480,1
213,1003,482,1
214,969,413,1
215,934,475,1
216,882,453,1
217,854,412,1
218,822,374,1
219,840,442,1
220,822,451,1
221,769,492,1
224,820,434,1
237,1108,372,1
240,1040,251,1
241,1010,275,1
242,1022,313,1
243,992,348,1
245,907,320,1
246,872,277,1
247,864,282,1
248,850,302,1
249,806,357,1
260,1053,227,1
262,1033,247,1
263,1043,187,1
264,1005,204,1
265,984,185,1
267,908,247,1
268,867,201,1
271,813,274,1
272,813,236,1
280,984,154,1
282,918,186,1
283,869,127,1
284,818,155,1
285,808,176,1
287,809,178,1
291,931,136,1
292,965,101,1
293,964,39,1
294,963,48,1
296,873,92,1
297,850,66,1
0,1064,946,3
7,1116,918,3
9,1179,916,3
11,1211,868,3
